departement,Circonscription,Taux de participation,Nuance 1,Prénom 1,nom 1,Liste 1,votes 1,Nuance 2,Prénom 2,nom 2,Liste 2,votes 2,Nuance 3,Prénom 3,nom 3,Liste 3,votes 3,Nuance 4,Prénom 4,nom 4,Liste 4,votes 4,Nuance 5,Prénom 5,nom 5,Liste 5,votes 5,Nuance 6,Prénom 6,nom 6,Liste 6,votes 6,Nuance 7,Prénom 7,nom 7,Liste 7,votes 7,Nuance 8,Prénom 8,nom 8,Liste 8,votes 8,Nuance 9,Prénom 9,nom 9,Liste 9,votes 9,Nuance 10,Prénom 10,nom 10,Liste 10,votes 10,Nuance 11,Prénom 11,nom 11,Liste 11,votes 11,Nuance 12,Prénom 12,nom 12,Liste 12,votes 12,Nuance 13,Prénom 13,nom 13,Liste 13,votes 13,Nuance 14,Prénom 14,nom 14,Liste 14,votes 14,Nuance 15,Prénom 15,nom 15,Liste 15,votes 15,Nuance 16,Prénom 16,nom 16,Liste 16,votes 16,Nuance 17,Prénom 17,nom 17,Liste 17,votes 17,Nuance 18,Prénom 18,nom 18,Liste 18,votes 18,Nuance 19,Prénom 19,nom 19,Liste 19,votes 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLIER,2,60.75,LO-LCR,MARIE,SAVRE,LISTE LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT.,1802,COM,ANDRE,CHASSAIGNE,AUVERGNE. ET MAINTENANT UN SOUFFLE NOUVEAU ! LISTE DE RASSEMBLEMENT CONDUITE PAR ANDRE CHASSAIGNE. DEPUTE COMMUNISTE,7846,SOC-COM-ECO,P.JOEL,BONTE,AVEC PIERRE-JOËL BONTE. VIVONS L'AUVERGNE SOLIDAIRE,8660,ECO,YVES,GUEYDON,LES VERTS AUVERGNE ECOLOGIE,1771,ECO,HUBERT,CONSTANCIAS,VIVRE L'AUVERGNE AVEC LES ECOLOGISTES LISTE MEI,737,UDF-UMP,VALERY,GISCARD D'ESTAING,LISTE UNION POUR L'AUVERGNE,11748,DVD,HUGUES,AUVRAY,LISTE POUR L'AUVERGNE,1540,FN,LOUIS,DE CONDE,FRONT NATIONAL EN AUVERGNE-BOURBONNAIS-VELAY AVEC LE PEN CONDUITE PAR LOUIS DE CONDE,3234,MNR,CLAUDE,JAFFRES,ISLAMISATION. IMPOTS. DELINQUANCE. INJUSTICE. CA NE PEUT PLUS DURER. LA VRAIE DROITE EN AUVERGNE. LISTE CONDUITE PAR C JAFFRES. SOUTENUE PAR B MEGRET ET LE MNR,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLIER,3,65.04,LO-LCR,MARIE,SAVRE,LISTE LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT.,2158,COM,ANDRE,CHASSAIGNE,AUVERGNE. ET MAINTENANT UN SOUFFLE NOUVEAU ! LISTE DE RASSEMBLEMENT CONDUITE PAR ANDRE CHASSAIGNE. DEPUTE COMMUNISTE,7462,SOC-COM-ECO,P.JOEL,BONTE,AVEC PIERRE-JOËL BONTE. VIVONS L'AUVERGNE SOLIDAIRE,8811,ECO,YVES,GUEYDON,LES VERTS AUVERGNE ECOLOGIE,2451,ECO,HUBERT,CONSTANCIAS,VIVRE L'AUVERGNE AVEC LES ECOLOGISTES LISTE MEI,951,UDF-UMP,VALERY,GISCARD D'ESTAING,LISTE UNION POUR L'AUVERGNE,14108,DVD,HUGUES,AUVRAY,LISTE POUR L'AUVERGNE,1994,FN,LOUIS,DE CONDE,FRONT NATIONAL EN AUVERGNE-BOURBONNAIS-VELAY AVEC LE PEN CONDUITE PAR LOUIS DE CONDE,4411,MNR,CLAUDE,JAFFRES,ISLAMISATION. IMPOTS. DELINQUANCE. INJUSTICE. CA NE PEUT PLUS DURER. LA VRAIE DROITE EN AUVERGNE. LISTE CONDUITE PAR C JAFFRES. SOUTENUE PAR B MEGRET ET LE MNR,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLIER,4,61.93,LO-LCR,MARIE,SAVRE,LISTE LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT.,1652,COM,ANDRE,CHASSAIGNE,AUVERGNE. ET MAINTENANT UN SOUFFLE NOUVEAU ! LISTE DE RASSEMBLEMENT CONDUITE PAR ANDRE CHASSAIGNE. DEPUTE COMMUNISTE,2746,SOC-COM-ECO,P.JOEL,BONTE,AVEC PIERRE-JOËL BONTE. VIVONS L'AUVERGNE SOLIDAIRE,8778,ECO,YVES,GUEYDON,LES VERTS AUVERGNE ECOLOGIE,2450,ECO,HUBERT,CONSTANCIAS,VIVRE L'AUVERGNE AVEC LES ECOLOGISTES LISTE MEI,778,UDF-UMP,VALERY,GISCARD D'ESTAING,LISTE UNION POUR L'AUVERGNE,12782,DVD,HUGUES,AUVRAY,LISTE POUR L'AUVERGNE,1502,FN,LOUIS,DE CONDE,FRONT NATIONAL EN AUVERGNE-BOURBONNAIS-VELAY AVEC LE PEN CONDUITE PAR LOUIS DE CONDE,5009,MNR,CLAUDE,JAFFRES,ISLAMISATION. IMPOTS. DELINQUANCE. INJUSTICE. CA NE PEUT PLUS DURER. LA VRAIE DROITE EN AUVERGNE. LISTE CONDUITE PAR C JAFFRES. SOUTENUE PAR B MEGRET ET LE MNR,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPES-DE-HAUTE-PROVENCE,1,68.92,LO-LCR,SAMUEL,JOHSUA,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER CONDUITE PAR SAMUEL JOHSUA. UNIVERSITAIRE,1324,SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,14831,DVG,PHILIPPE,SANMARCO,REGION CITOYENNE,700,ECO,PATRICE,MIRAN,LISTE D'UNION POUR L'ECOLOGIE ET LA PROTECTION ANIMALE CONDUTE PAR PATRICE MIRAN,1161,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,7906,DVD,J.MARIE,MURE RAVAUD,LISTE D'UNION DES DROITES FRANCAISES POUR LA PACA. PRESENTE PAR LE P.D.L. (POLE DES LIBERTES LE MOUVEMENT LIBERAL FRANCAIS),345,DVD,JEROME,DE ROCQUIGNY,D.E.F.I. - JEUNES,179,DVD,ALAIN,PERSIA,UNION DE LA DROITE REPUBLICAINE ET SOUVERAINISTE LA FRANCE D'ABORD. L'EUROPE APRES - ALAIN PERSIA,368,FN,GUY,MACARY,LISTE FRONT NATIONAL POUR LA PROVENCE. LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN,5774,MNR,ALAIN,VAUZELLE,LA VRAIE DROITE EN PACA - LISTE SOUTENUE PAR BRUNO MEGRET ET LE MNR,1123,CPNT,ALINE,VIDAL DAUMAS,CHASSE PECHE NATURE TRADITIONS,2210,DIV,FRANCK,VIDAL,LISTE DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,2,DIV,ABEL,DJERARI,LISTE INDEPENDANTE,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPES-DE-HAUTE-PROVENCE,2,68.65,LO-LCR,SAMUEL,JOHSUA,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER CONDUITE PAR SAMUEL JOHSUA. UNIVERSITAIRE,1345,SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,14526,DVG,PHILIPPE,SANMARCO,REGION CITOYENNE,704,ECO,PATRICE,MIRAN,LISTE D'UNION POUR L'ECOLOGIE ET LA PROTECTION ANIMALE CONDUTE PAR PATRICE MIRAN,1063,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,9800,DVD,J.MARIE,MURE RAVAUD,LISTE D'UNION DES DROITES FRANCAISES POUR LA PACA. PRESENTE PAR LE P.D.L. (POLE DES LIBERTES LE MOUVEMENT LIBERAL FRANCAIS),346,DVD,JEROME,DE ROCQUIGNY,D.E.F.I. - JEUNES,144,DVD,ALAIN,PERSIA,UNION DE LA DROITE REPUBLICAINE ET SOUVERAINISTE LA FRANCE D'ABORD. L'EUROPE APRES - ALAIN PERSIA,377,FN,GUY,MACARY,LISTE FRONT NATIONAL POUR LA PROVENCE. LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN,5651,MNR,ALAIN,VAUZELLE,LA VRAIE DROITE EN PACA - LISTE SOUTENUE PAR BRUNO MEGRET ET LE MNR,1083,CPNT,ALINE,VIDAL DAUMAS,CHASSE PECHE NATURE TRADITIONS,1870,DIV,FRANCK,VIDAL,LISTE DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,2,DIV,ABEL,DJERARI,LISTE INDEPENDANTE,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAUTES-ALPES,1,68.95,LO-LCR,SAMUEL,JOHSUA,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER CONDUITE PAR SAMUEL JOHSUA. UNIVERSITAIRE,1187,SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,14309,DVG,PHILIPPE,SANMARCO,REGION CITOYENNE,581,ECO,PATRICE,MIRAN,LISTE D'UNION POUR L'ECOLOGIE ET LA PROTECTION ANIMALE CONDUTE PAR PATRICE MIRAN,965,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,9665,DVD,J.MARIE,MURE RAVAUD,LISTE D'UNION DES DROITES FRANCAISES POUR LA PACA. PRESENTE PAR LE P.D.L. (POLE DES LIBERTES LE MOUVEMENT LIBERAL FRANCAIS),308,DVD,JEROME,DE ROCQUIGNY,D.E.F.I. - JEUNES,201,DVD,ALAIN,PERSIA,UNION DE LA DROITE REPUBLICAINE ET SOUVERAINISTE LA FRANCE D'ABORD. L'EUROPE APRES - ALAIN PERSIA,352,FN,GUY,MACARY,LISTE FRONT NATIONAL POUR LA PROVENCE. LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN,5026,MNR,ALAIN,VAUZELLE,LA VRAIE DROITE EN PACA - LISTE SOUTENUE PAR BRUNO MEGRET ET LE MNR,1045,CPNT,ALINE,VIDAL DAUMAS,CHASSE PECHE NATURE TRADITIONS,1676,DIV,FRANCK,VIDAL,LISTE DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,0,DIV,ABEL,DJERARI,LISTE INDEPENDANTE,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAUTES-ALPES,2,66.67,LO-LCR,SAMUEL,JOHSUA,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER CONDUITE PAR SAMUEL JOHSUA. UNIVERSITAIRE,753,SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,11141,DVG,PHILIPPE,SANMARCO,REGION CITOYENNE,436,ECO,PATRICE,MIRAN,LISTE D'UNION POUR L'ECOLOGIE ET LA PROTECTION ANIMALE CONDUTE PAR PATRICE MIRAN,632,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,8192,DVD,J.MARIE,MURE RAVAUD,LISTE D'UNION DES DROITES FRANCAISES POUR LA PACA. PRESENTE PAR LE P.D.L. (POLE DES LIBERTES LE MOUVEMENT LIBERAL FRANCAIS),261,DVD,JEROME,DE ROCQUIGNY,D.E.F.I. - JEUNES,125,DVD,ALAIN,PERSIA,UNION DE LA DROITE REPUBLICAINE ET SOUVERAINISTE LA FRANCE D'ABORD. L'EUROPE APRES - ALAIN PERSIA,277,FN,GUY,MACARY,LISTE FRONT NATIONAL POUR LA PROVENCE. LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN,3405,MNR,ALAIN,VAUZELLE,LA VRAIE DROITE EN PACA - LISTE SOUTENUE PAR BRUNO MEGRET ET LE MNR,877,CPNT,ALINE,VIDAL DAUMAS,CHASSE PECHE NATURE TRADITIONS,1492,DIV,FRANCK,VIDAL,LISTE DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,1,DIV,ABEL,DJERARI,LISTE INDEPENDANTE,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPES-MARITIMES,1,57.56,LO-LCR,SAMUEL,JOHSUA,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER CONDUITE PAR SAMUEL JOHSUA. UNIVERSITAIRE,667,SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,10229,DVG,PHILIPPE,SANMARCO,REGION CITOYENNE,456,ECO,PATRICE,MIRAN,LISTE D'UNION POUR L'ECOLOGIE ET LA PROTECTION ANIMALE CONDUTE PAR PATRICE MIRAN,952,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,7360,DVD,J.MARIE,MURE RAVAUD,LISTE D'UNION DES DROITES FRANCAISES POUR LA PACA. PRESENTE PAR LE P.D.L. (POLE DES LIBERTES LE MOUVEMENT LIBERAL FRANCAIS),452,DVD,JEROME,DE ROCQUIGNY,D.E.F.I. - JEUNES,166,DVD,ALAIN,PERSIA,UNION DE LA DROITE REPUBLICAINE ET SOUVERAINISTE LA FRANCE D'ABORD. L'EUROPE APRES - ALAIN PERSIA,320,FN,GUY,MACARY,LISTE FRONT NATIONAL POUR LA PROVENCE. LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN,8013,MNR,ALAIN,VAUZELLE,LA VRAIE DROITE EN PACA - LISTE SOUTENUE PAR BRUNO MEGRET ET LE MNR,713,CPNT,ALINE,VIDAL DAUMAS,CHASSE PECHE NATURE TRADITIONS,315,DIV,FRANCK,VIDAL,LISTE DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,2,DIV,ABEL,DJERARI,LISTE INDEPENDANTE,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPES-MARITIMES,2,57.18,LO-LCR,SAMUEL,JOHSUA,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER CONDUITE PAR SAMUEL JOHSUA. UNIVERSITAIRE,556,SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,10217,DVG,PHILIPPE,SANMARCO,REGION CITOYENNE,422,ECO,PATRICE,MIRAN,LISTE D'UNION POUR L'ECOLOGIE ET LA PROTECTION ANIMALE CONDUTE PAR PATRICE MIRAN,897,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,9571,DVD,J.MARIE,MURE RAVAUD,LISTE D'UNION DES DROITES FRANCAISES POUR LA PACA. PRESENTE PAR LE P.D.L. (POLE DES LIBERTES LE MOUVEMENT LIBERAL FRANCAIS),493,DVD,JEROME,DE ROCQUIGNY,D.E.F.I. - JEUNES,176,DVD,ALAIN,PERSIA,UNION DE LA DROITE REPUBLICAINE ET SOUVERAINISTE LA FRANCE D'ABORD. L'EUROPE APRES - ALAIN PERSIA,321,FN,GUY,MACARY,LISTE FRONT NATIONAL POUR LA PROVENCE. LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN,8039,MNR,ALAIN,VAUZELLE,LA VRAIE DROITE EN PACA - LISTE SOUTENUE PAR BRUNO MEGRET ET LE MNR,714,CPNT,ALINE,VIDAL DAUMAS,CHASSE PECHE NATURE TRADITIONS,305,DIV,FRANCK,VIDAL,LISTE DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,8,DIV,ABEL,DJERARI,LISTE INDEPENDANTE,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPES-MARITIMES,3,57.26,LO-LCR,SAMUEL,JOHSUA,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER CONDUITE PAR SAMUEL JOHSUA. UNIVERSITAIRE,643,SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,11011,DVG,PHILIPPE,SANMARCO,REGION CITOYENNE,463,ECO,PATRICE,MIRAN,LISTE D'UNION POUR L'ECOLOGIE ET LA PROTECTION ANIMALE CONDUTE PAR PATRICE MIRAN,1008,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,10160,DVD,J.MARIE,MURE RAVAUD,LISTE D'UNION DES DROITES FRANCAISES POUR LA PACA. PRESENTE PAR LE P.D.L. (POLE DES LIBERTES LE MOUVEMENT LIBERAL FRANCAIS),665,DVD,JEROME,DE ROCQUIGNY,D.E.F.I. - JEUNES,231,DVD,ALAIN,PERSIA,UNION DE LA DROITE REPUBLICAINE ET SOUVERAINISTE LA FRANCE D'ABORD. L'EUROPE APRES - ALAIN PERSIA,320,FN,GUY,MACARY,LISTE FRONT NATIONAL POUR LA PROVENCE. LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN,9406,MNR,ALAIN,VAUZELLE,LA VRAIE DROITE EN PACA - LISTE SOUTENUE PAR BRUNO MEGRET ET LE MNR,843,CPNT,ALINE,VIDAL DAUMAS,CHASSE PECHE NATURE TRADITIONS,398,DIV,FRANCK,VIDAL,LISTE DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,15,DIV,ABEL,DJERARI,LISTE INDEPENDANTE,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPES-MARITIMES,4,55.45,LO-LCR,SAMUEL,JOHSUA,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER CONDUITE PAR SAMUEL JOHSUA. UNIVERSITAIRE,922,SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,10608,DVG,PHILIPPE,SANMARCO,REGION CITOYENNE,504,ECO,PATRICE,MIRAN,LISTE D'UNION POUR L'ECOLOGIE ET LA PROTECTION ANIMALE CONDUTE PAR PATRICE MIRAN,1401,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,10447,DVD,J.MARIE,MURE RAVAUD,LISTE D'UNION DES DROITES FRANCAISES POUR LA PACA. PRESENTE PAR LE P.D.L. (POLE DES LIBERTES LE MOUVEMENT LIBERAL FRANCAIS),529,DVD,JEROME,DE ROCQUIGNY,D.E.F.I. - JEUNES,229,DVD,ALAIN,PERSIA,UNION DE LA DROITE REPUBLICAINE ET SOUVERAINISTE LA FRANCE D'ABORD. L'EUROPE APRES - ALAIN PERSIA,430,FN,GUY,MACARY,LISTE FRONT NATIONAL POUR LA PROVENCE. LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN,9731,MNR,ALAIN,VAUZELLE,LA VRAIE DROITE EN PACA - LISTE SOUTENUE PAR BRUNO MEGRET ET LE MNR,1084,CPNT,ALINE,VIDAL DAUMAS,CHASSE PECHE NATURE TRADITIONS,911,DIV,FRANCK,VIDAL,LISTE DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,12,DIV,ABEL,DJERARI,LISTE INDEPENDANTE,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPES-MARITIMES,5,64.37,LO-LCR,SAMUEL,JOHSUA,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER CONDUITE PAR SAMUEL JOHSUA. UNIVERSITAIRE,1144,SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,16241,DVG,PHILIPPE,SANMARCO,REGION CITOYENNE,651,ECO,PATRICE,MIRAN,LISTE D'UNION POUR L'ECOLOGIE ET LA PROTECTION ANIMALE CONDUTE PAR PATRICE MIRAN,1571,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,13023,DVD,J.MARIE,MURE RAVAUD,LISTE D'UNION DES DROITES FRANCAISES POUR LA PACA. PRESENTE PAR LE P.D.L. (POLE DES LIBERTES LE MOUVEMENT LIBERAL FRANCAIS),681,DVD,JEROME,DE ROCQUIGNY,D.E.F.I. - JEUNES,253,DVD,ALAIN,PERSIA,UNION DE LA DROITE REPUBLICAINE ET SOUVERAINISTE LA FRANCE D'ABORD. L'EUROPE APRES - ALAIN PERSIA,560,FN,GUY,MACARY,LISTE FRONT NATIONAL POUR LA PROVENCE. LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN,12503,MNR,ALAIN,VAUZELLE,LA VRAIE DROITE EN PACA - LISTE SOUTENUE PAR BRUNO MEGRET ET LE MNR,1320,CPNT,ALINE,VIDAL DAUMAS,CHASSE PECHE NATURE TRADITIONS,1411,DIV,FRANCK,VIDAL,LISTE DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,6,DIV,ABEL,DJERARI,LISTE INDEPENDANTE,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPES-MARITIMES,6,59.9,LO-LCR,SAMUEL,JOHSUA,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER CONDUITE PAR SAMUEL JOHSUA. UNIVERSITAIRE,1106,SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,16672,DVG,PHILIPPE,SANMARCO,REGION CITOYENNE,902,ECO,PATRICE,MIRAN,LISTE D'UNION POUR L'ECOLOGIE ET LA PROTECTION ANIMALE CONDUTE PAR PATRICE MIRAN,2098,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,15971,DVD,J.MARIE,MURE RAVAUD,LISTE D'UNION DES DROITES FRANCAISES POUR LA PACA. PRESENTE PAR LE P.D.L. (POLE DES LIBERTES LE MOUVEMENT LIBERAL FRANCAIS),790,DVD,JEROME,DE ROCQUIGNY,D.E.F.I. - JEUNES,186,DVD,ALAIN,PERSIA,UNION DE LA DROITE REPUBLICAINE ET SOUVERAINISTE LA FRANCE D'ABORD. L'EUROPE APRES - ALAIN PERSIA,706,FN,GUY,MACARY,LISTE FRONT NATIONAL POUR LA PROVENCE. LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN,14027,MNR,ALAIN,VAUZELLE,LA VRAIE DROITE EN PACA - LISTE SOUTENUE PAR BRUNO MEGRET ET LE MNR,1723,CPNT,ALINE,VIDAL DAUMAS,CHASSE PECHE NATURE TRADITIONS,1131,DIV,FRANCK,VIDAL,LISTE DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,1,DIV,ABEL,DJERARI,LISTE INDEPENDANTE,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPES-MARITIMES,7,58.01,LO-LCR,SAMUEL,JOHSUA,LIGUE COMMUNISTE REVOLUTIONNAIRE-LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER CONDUITE PAR SAMUEL JOHSUA. UNIVERSITAIRE,936,SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,15176,DVG,PHILIPPE,SANMARCO,REGION CITOYENNE,931,ECO,PATRICE,MIRAN,LISTE D'UNION POUR L'ECOLOGIE ET LA PROTECTION ANIMALE CONDUTE PAR PATRICE MIRAN,1795,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,15951,DVD,J.MARIE,MURE RAVAUD,LISTE D'UNION DES DROITES FRANCAISES POUR LA PACA. PRESENTE PAR LE P.D.L. (POLE DES LIBERTES LE MOUVEMENT LIBERAL FRANCAIS),955,DVD,JEROME,DE ROCQUIGNY,D.E.F.I. - JEUNES,136,DVD,ALAIN,PERSIA,UNION DE LA DROITE REPUBLICAINE ET SOUVERAINISTE LA FRANCE D'ABORD. L'EUROPE APRES - ALAIN PERSIA,624,FN,GUY,MACARY,LISTE FRONT NATIONAL POUR LA PROVENCE. LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN,11681,MNR,ALAIN,VAUZELLE,LA VRAIE DROITE EN PACA - LISTE SOUTENUE PAR BRUNO MEGRET ET LE MNR,1439,CPNT,ALINE,VIDAL DAUMAS,CHASSE PECHE NATURE TRADITIONS,936,DIV,FRANCK,VIDAL,LISTE DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,1,DIV,ABEL,DJERARI,LISTE INDEPENDANTE,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
